,title,content,date,nickName
2086,첫가입,안녕하세요 수원사네요 관심있어가입합니다,2024-08-12 13:31,메너남
2087,반갑습니다,좋은 모임 기대됩니다,2024-08-12 13:33,명주
2088,회원이 100명 되면...,"회원이 100명 되면 미팅합시다.
그때 공지 합니다.",2024-08-12 14:00,트레비앙
2089,안녕하세요 ,안녕하세요 ,2024-08-12 14:04,투씨
2090,안녕하세요,무더운날에회원님모두모두건강하세요,2024-08-12 15:48,너를기다리며
2091,저속노화 식사법.,"에스24 8월 1주  건강,취미
베스트셀러 입니다.
저속노화 식사법이 좋다네요.",2024-08-12 16:01,stj
2092,가입인사,나이가들고ㅡ또ㅡ경제활동시간이ㅡ줄어들면서ㅡ점차ㅡ시간적 여유가 생겼지만ㅡ혼자라서ㅡ외롭고ㅡ움직이기 귀잖을때가ㅡ많아요ㅡ조금이라도ㅡ친구와ㅡ주위벗들이ㅡ생길다면ㅡ좀더ㅡ적극적일것같아서ㅡ참가합니다,2024-08-12 18:08,이매너
2093,"8월 15일 참석자(업데이트-3), 신규회원 1명 추가","8월 14일 19시 기준 19명 참석 예정입니다.
(댓글 참가의사 2분 포함)",2024-08-12 18:20,하나
2094,신입 잘부탁드립니다  충성!,반갑습니다 ,2024-08-12 21:56,영화스
2095,반갑습니다.,경북상주에서. 토종자라 양식하는55년생. 막내입니다.  자주뵈어요.,2024-08-12 23:38,토종자라
2096,좋은만남 기대합니다,안녕하세요 반갑습니다. 좋은만남 기대해요,2024-08-13 01:08,아타노
2097,반갑읍니다,울산입니다멀리있는모임이네요 가입해도될까요,2024-08-13 04:02,공공칠스펙트
2098,인간수명,"지금 태어난아기는
142살까지 살수있다네요
타임지화보에서 가져왔습니다
",2024-08-13 04:17,훌약
2099,세월 참 아쉽다,나이먹다보니 입맛도없고 둘이상있으면 즐거운 자리가 되지안을까해서요..,2024-08-13 05:48,태풍그리움
2100,,가을이 저앞에,2024-08-13 08:44,빠달
2101,안전한노후인생,"안녕하세요~~
정보공유하고 싶어
가입햇습니다!
인사드립니다!^^
",2024-08-13 10:19,미니짱
2102,멎진인생^^,"안녕하세요!
열심히 살앗구요  이제는 마음맞는 친구만나 여행도하며 살고싶어 가입하게 돼엇습니다!
",2024-08-13 10:24,미니짱
2103,멎진인생^^,"열심히 일하며  살앗습니다!
남은시간  해외여행할수있는 좋은친구  만나고자 가입햇습니다!",2024-08-13 11:48,미니짱
2104,8월20일 처인cc 12시~1시 그린휘 캐디피만 지불,"점심식사. 그늘집. 저녁만찬 지원(무료) 

한팀또는 게스트 신청가능합니다.",2024-08-13 12:50,천상여자
2105,,"저는 캠핑카을 가지고 여행을 다니고
있습니다. 어제는 괴산 백령사 계곡을
같다가 너무 줄거운 시간을 보내고
왔습니다. 혹시 함께 여행을 줄길 수
있는 여성을 모시고자 합니다.",2024-08-13 13:13,사자
2106,It's a heartache,https://youtu.be/s45r8MAKTcU?si=x-vMM35T2TPJs3WR,2024-08-13 16:06,남명
2107,When i dream,https://youtu.be/vTyIULLw5NY?si=klFucvtyGCX5rNx8,2024-08-13 16:18,남명
2108,The an ofthe word,세상 끝날 까지 즐겁게 살다 갑시다 ,2024-08-13 17:31,박요한
2109,심심남,반갑심니다,2024-08-13 18:40,하고지비
2110,하고지비,반갑심니다,2024-08-13 18:41,하고지비
2111,와인모임 ,더위  건강유의하시고 건강한모습으로 뵙겠습니다 ᆢ ,2024-08-13 20:23,영화스
2112,삼복더위 건강하시고 반갑습니다 ,오늘 입회 하였습니다. 잘 부탁 드립니다 ,2024-08-13 21:38,영화스
2113,다낭여행,24년 가족여행,2024-08-13 22:34,아리수나그네
2114,"1컷이상 셀카,공원전경 사진등을 부탁해요",난지공원 다녀왔어요,2024-08-13 22:42,아리수나그네
2115,,"안녕하세요  ㆍ
반갑습니다  ㆍ",2024-08-13 22:45,남중
2116,좋은날에상쾌한바람과함깨,"안녕하세요반갑습니다
좋은날에상쾌한바람과함깨
산과들판으로나드리갈수있기에
감개무량할것같아요",2024-08-14 03:09,최영만
2117,,안녕하세요 반갑습니다 오늘도 무더위 한 가운데 있습니다 겨울을 생각하면은 이 시간도 금방 지나가겠네요 모두 모두 건강하시고 더위를 즐기시기 바랍니다,2024-08-14 05:48,어당당해
2118,더위는 즐기는 거야,안녕하세요 반갑습니다 오늘도 많이 덥다고 하시네요 겨울을 생각하며 이 더위를 즐기시기 바랍니다,2024-08-14 06:02,어당당해
2119,더위와 한판,안녕하세요 반갑습니다 오늘도 날씨가 덥다고 하네요 더위도 나에게 주어진 시간입니다 모두 모두 더위를 즐기시기 바랍니다 감사합니다,2024-08-14 06:18,어당당해
2120,가입인사,열심히 살아 왔습니다. 그런데 친구가 없습니다.ㅡ,2024-08-14 06:50,이매너
2121,,안녕하세요 반갑습니다 ,2024-08-14 07:37,아타노
2122,안녕하세요 ,안녕하세요 반갑습니다 ,2024-08-14 07:37,아타노
2123,안녕하세요 ,안녕하세요 반갑습니다.,2024-08-14 07:39,아타노
2124,징허니ㆍ,먼놈의날씨가 연타석 폭염을 치고있으니ㆍ연애는 언제 하라는것인지,2024-08-14 09:26,손바래기
2125,,"말복 왔음에도 여름이 여전히 끝나지 않았네요. 
더위에 지치지 말고 건강관리 유념하시길 바랍니다.^^",2024-08-14 10:37,추억의향기
2126,반갑습니다,고맙습니다 잘 부탁합니다,2024-08-14 10:54,어당당해
2127,날씨가 덥네요,좋은 친구들과 산이나 둘레걷기  같이 가고 싶네요,2024-08-14 11:04,산사에구름
2128,개성사화,"60년생 입니다
일상을 공유하고 싶습니다",2024-08-14 11:54,개성사화
2129,,점심 휴식  간식 드세요    시원하게  ^^,2024-08-14 12:17,주말
2130, ,"( 힘들 땐 쉬어 가세요)

우리 살아가는 길 위에서
즐겁고, 기쁜 일을 만나게 되면
가슴 뿌듯한 행복을 느끼게 된다.

길을 가다가
눈에 보여지는 모든 것들에게서
늘, 새로움의 생동감을 얻음도 마찬가지다

그러나, 날마다 즐거움을 만날 수 없고,
눈에 보여지는 모든 것들이
다 생동감 넘치는 행복일 수는 없다.

순탄한 길이 어디 있던가.
가다보면 때론, 힘든 고갯마루에 앉아
눈물을 흘릴 때도 있는 법이다.

까닭 모를 서러움에
목이 메는 것은 육신이 지쳐 있어
앞이 보이지 않기 때문이다

힘들 땐 쉬어 가세요
쉼터에 앉아 눈물을 흠쳐내고 나면
움쿠려 닫힌 마음은 크게 열리고
생각지도 않았던 새로움의 길이 보인다.

인생은 쉼이다.
가끔은 지금 그 자리에 앉아 쉬며
온 길을 돌아 볼 일이다
발아래 까마득한 저 길
많이도 오지 않았는가
내가 온 길 위에 진리가 있었음을 알겠는가

그러기에, 즐거움만 찾지 말고
불행까지도 사랑해야 한다
아픈 눈물을 닦은 후에야
문득, 새로움을 볼 수 있기 때문이다

마음을 열고 눈을 크게 뜨라
행복은 닫힌 마음안에
고스란히 숨어 있을 뿐이다.

눈물을 거두고 마음을 열어라
아직도 갈길은 멀지만, 시간은 짧다.
남은 길… 어찌가면 좋을지 보이지 않는가",2024-08-14 13:12,의봉
2131,숙소에서 만난 강아지 ^^,먹구름 처럼 생긴 귀여운 강아지 공유 드립니다,2024-08-14 14:01,추억의향기
2132,가입인사,"안녕하세요
가입인사 드립니다
항상 행복하시고 건강하세요~~^-^",2024-08-14 14:45,아모르
2133,백담사 가실분,"8월 17일
백담사 가실분 없나요",2024-08-14 15:08,산사에구름
2134,,시원한 물회 드세요,2024-08-14 16:05,빠달
2135,,고성.전곡항 여행지  입니다,2024-08-14 16:19,사자
2136,보헤미안  여행을 정말좋아하고  자주다닙니다,인사 드립니다  저는 중국에서 사업을 하고  여행을 좋아 합니다 여행을 좋아하는친구를 많이 사귀고 교류 하고 싶습니다  잘부탁드립니다,2024-08-14 16:31,보헤미안
2137,가입인사,"안녕하세요 부산강서구에 사는60대 여자입니다.
잘 부탁드려요~,~",2024-08-14 17:00,지은
2138,가입인사 ,"안녕하세요 ~
반가워요!
열심히 활동해 보고 싶네요!",2024-08-14 17:31,유운流雲
2139,가입인사 ,"반갑습니다!
",2024-08-14 17:36,유운流雲
2140,,"무더위에 건강들 챙기시고
하루하루 행복하게 보내세요~",2024-08-14 18:16,남자조심
2141,서울둘레길 제 10 우면산 코스,"♡언제:     2024. 08. 15. 08:00
♡어디서: 양재시민의 숲역 5번 출구로 나와 시민의 숲 공원 내 서울둘레길 안내센터
♡어디로: 서울둘레길 제 10 우면산 코스 7.6km 3시간 예상

날씨가 무척 덥습니다.
1.물을 넉넉히 준비하시기 바랍니다. 2.짐은 가볍게, 더 가볍게!
더운 여름 걷기에서는 배낭 무게를 줄이는 것이 바람직합니다.
3.스틱을 이용하시면 무릎을 많이 보호할 수 있습니다.
4. 즐거운 걷기를 위해서 출발 전에
준비운동을 충분히 하십시요.

감사합니다. 내일 뵙겠습니다.^^",2024-08-14 18:51,케이
2142,,안녕하세요ㆍ토끼입니다,2024-08-14 19:24,행복함
2143,파리의하늘,딸이  예행중  한컷보냈네요 ,2024-08-14 21:21,주말
2144,,파리의하늘   딸이 여행중  찍어서 보냈네요  ^^,2024-08-14 21:23,주말
2145,파리여해,파리  여행중   딸이 보내준사진,2024-08-14 22:18,주말
2146,반가워요,"이런 모임 좋군요
소통할 수 있고. 배려할 수 있는 멋진분들과. 함께 동무하면  해피할듯 해요",2024-08-14 22:22,샛별
2147,갑자기 제목,"올 여름 나기가 정말 힘든58개띠 입니다. 보신탕집이 없어져서 다행이다 싶었는데 올해 여름은 정말 힘이드네요. 느낌이 통하는 이들과  함께하고 십습니다.
잘 부탁드립니다^^♡♡",2024-08-14 22:42,안토니오
2148,,안녕 나는토끼 ,2024-08-14 23:37,강장미
2149,,보ㅡ아도보아도.  이쁜,2024-08-15 00:19,빠달
2150,좋은인연 ,"안녕하세요 내편의반쪽이되어줄
인연을찻아요",2024-08-15 00:45,민초처럼 
2151,안녕하세요 ,"좋은인연을 찾아요
친구처럼다정다감하게 살고싶어 요",2024-08-15 01:01,민초처럼 
2152,안녕하세요 반가워요 잘부탁드리겠습니다 ,"좋은밤입니다 
즐겁게사는게 참히이드네요",2024-08-15 01:21,민초처럼 
2153,즐거운날,반가워요인사드립니다,2024-08-15 05:36,패스
2154,스마트폰 ,"많은것을 배우고 싶어서 가입 했습니다 
앞으로 잘 부탁드립니다 ",2024-08-15 05:44,역지사
2155,,"양구 파로호 캠낚 별빛이쏱아지구요
반딛불이도 춤추는곳~~~",2024-08-15 07:32,조으다
2156,**8월 숲길 걷기 명상**,"**8월 숲길 걷기 명상**


1) 일시 : 8월24일(토) 오전 9시반
2) 만나는 장소 : 6호선 한강진역 2번 출구
3) 걷는 장소 : 남산(한강진역~남산~충무로역)
4) 리더 : 황군하(숲해설사)


폭염에 잘 지내고 계신가요? 
우리가 만나는 24일이면 가을 냄새가 살짝 날듯 합니다.
숲길 걷기 명상후 간단한 식사시간이 있습니다.
이전 후기사진 확인해 주시고, 고정 참여인원이 있으니 부담없이 추가 신청해 주세요^^

1인 노쇼비용 1,000원은 필수입니다.
아래 ‘신청’ 버튼 - ‘무통장입금’ (입금할 은행 선택)
어려우시면 시놀에 문의주세요~!",2024-08-15 07:54,시놀매니저
2157,,남한산성 새벽등산.  시윈합니다,2024-08-15 08:05,평강
2158,반갑습니다 ,"안녕하세요 
신입이고 처음이라 잘부탁합니다",2024-08-15 09:20,미저리
2159,자연과함께,"안녕하세요
어디든 떠나는 여행을
좋아하는 1인 입니다
사는곳이 멀어서 자주
갈수는 없겠지만  지역과
시간이 맞는다면 참석하고 싶어요",2024-08-15 11:18,발리
2160,,밀러오는 파도에. 더위야 물럿거라 ...,2024-08-15 11:21,빠달
2161,바다,동해바다,2024-08-15 11:24,빠달
2162,여행친구, 여행 친구들과 함깨 여행하고 파서요,2024-08-15 13:31,마틸다
2163,반갑습니다 ,"안녕하세요!
처음 인사드립니다🙆‍♂️",2024-08-15 16:45,프로록스
2164,안녕하세요 ,"반갑습니다 
처음 인사드립니다!
",2024-08-15 16:46,프로록스
2165,안녕하세요 ,"반갑습니다 
처음 인사드립니다!",2024-08-15 16:47,프로록스
2166,,"안녕하세요 
우연히
이곳을 알게되었고 
처음 인사드립니다!",2024-08-15 16:49,프로록스
2167,💞만남을 소중히 여기는 사람💞,"만남을 소중히  
여기는 사람과 사랑하세요 

그래야 행여나 
당신에게 이별이 찾아와도  
당신 과의 만남을 잊지 않고  
기억해 줄테니까요 

사랑을 할 줄 아는 
사람과 사랑을 하세요 

그래야 행여나  
익숙치 못한 사랑으로  
당신을 떠나 보내는  
일은 없을 테니까요 

무언가를  
잃어본 적이 있는  
사람과 사랑을 하세요 

그래야 행여나  
무언가를 잃어버릴  
때가 오더라도  
잃어버린다는 아픔을 알고  
더 이상  
잃어 버리고 싶어  
하지 않을 테니까요 

기다림을 아는  
이와 사랑을 하세요 

그래야 행여나  
당신이 방황을 할 때  
그저 이유없이 당신을  
기다려 줄 테니까요 

슬픔을 아는  
이와 사랑을 하세요 

그래야 행여나  
그대 나의 거짓된 모습을 보더라도  
그대의 진실로  
나를 감싸 줄 테니까요 

진실로 자신의  
모든 것을 사랑해 줄 수  
있는 이와 사랑하세요 

그래야 행여나  
당신의 한 모습이 나빠  
보이더라도  
사랑하는 이의 다른  
모습을 보며 감싸  
안을 수 있을테니까요 ",2024-08-15 16:58,의봉
2168,,외롭고 쓸쓸해서 왔습니다,2024-08-15 18:12,정정당당
2169,,"안녕하세요  ㆍ
반갑습니다  ㆍ",2024-08-15 20:46,남중
2170,서울둘레길 제10 우면산코스를 마치고,"열대야가 한 달 가까이 계속된다고 연일 매스컴에서 난리다. 
입추도, 말복도 다 지났지만, 최고기온 35℃가 도무지 떨어질 기미를 보이지 않는다. 덥다고 에어컨 밑에서만 지내다 보니 온몸이 얼었는지, 뭉쳤는지 알 수가 없다.
이제는 일어나야 한다. 아무리 더워도 걸어야 한다.

2024. 8. 15. 서울둘레길 모임을 리모델링하고 첫 모임을 갖기로 했다. 의외로 반응이 좋다. 모임원 30명 중에서 15분이 신청을 했고, 모임원 40명일 때는 신청자가 19분까지 되었다. 

이만하면 성공적이다.
코로나가 다시 유행한다고 하니 걱정이 되었는지, 폭염에 시달리고, 냉방병에 지쳤는가 보다. 
 

아침 5시에 잠이 깨어 뒤척이는데, 에어컨을 밤새 작동시켜서 
그런지 온몸이 축축하다. 참 기분 나쁜 하루가 시작되려는 
모양이다. 그래도 열한 분이 모였다, 식당으로 바로 오실 분도 
한 분 있다. 아무리 더워도 우리 서울둘레길 동지들은 걷는데 진심이다.

모여서 인사를 나누고 8시 30분 우리의 걸음을 시작한다. 
더워도 걷다 보니 걸을 만하다. 폭염도 코로나도 우리의 걸음을 막을 수 없다. 
오랜만에 모여서 그런가, 모두 발걸음도 가볍고 앞서가는 동지들의 뒷모습은 다정스럽기까지 하다.

앞에서 이끄시는 광덕, 산드래님의 리드와 시라소니님의 후미 단속으로 나는 걷기만 하면 된다. 그런데 나는 마음이 더 편하고 즐겁다. 새로 운영진을 맡으신 “하나”님께서 잘 준비하시고, 부지런히 스냅 사진을 찍어 주시고 종횡무진 활약하셔서 나는 즐겁고 편하다. 대장군님의 유쾌한 농담이 우면산을 넘나들고, 패랭이, 동안미인, 처음처럼, 해야, 오로라 그리고 나는  함박웃음으로 우면산을 넘는다. 

서울 강남에 낮지만 숲이 우거지고 시원한 우면산을 걷는 우리는 즐겁다.

제주식 생선구이 식당에서 합류한 하모니님의 밝은 모습이 너무 반갑다. 
이어진 2차 까페에서도 우리의 정담과 웃음은 끝나지 않았다. ",2024-08-15 20:47,케이
2171,가입 인사.,!,2024-08-15 22:56,자로
2172,모임차여할수있나요,맛집 함께할 수 있으면 좋겠네요,2024-08-16 01:28,민초처럼 
2173,,낮에도 시원한 숲길서 만난,2024-08-16 05:05,빠달
2174,일이있는  행복을 위해!,"열심히  살앗습니다!
남은시간   눈뜨면  할일이 있는게  행복이라 생각하고  작은 일거리 관심있어  등록햇습니다!",2024-08-16 10:58,미니짱
2175,,"안녕하세요
무더위 잘 버티고 계신지요?
시원한 빙수 한사발....",2024-08-16 12:50,럭시
2176,인사합니다.  묘정  입니다,"안녕하세요 
신입 입니댜
캠핑을. 갈망하는 아직은청춘. 이라고
긍정마인드로 가는 마음으로 
함께 하고자 합니다 ",2024-08-16 13:15,묘한
2177,,시원하다 못해 이가 시린 열무 냉국수,2024-08-16 14:27,빠달
2178,바다,새벽의 여인,2024-08-16 14:28,빠달
2179,바다,새벽의 여인,2024-08-16 14:29,빠달
2180,바다,새벽의 여인,2024-08-16 14:30,빠달
2181,,"■ 쉬는 법도 배우자!

휴식(休息)은 休(쉴 휴) 사람(人)이 나무(木)에 몸을 기대어 쉬는 것을 말하며, 
息(쉴 식)은 자(自)신의 마음(心)을 아래로 내려 놓는 즉 걱정과 불안등 온갖 잡념을 가라 앉히고, 그저 편히 쉬는 것을 의미합니다.

어느 가을날, 한 농촌 마을에서 두 농부가 논에서 열심히 벼를 베고 있었다.

​한 사람은 허리를 펴는 법 없이 계속해서 열심히 벼를 베었다.
다른 한 사람은, 중간 중간 논두렁에 앉아 쉬었다. 
거기에다 노래까지 흥얼거리면서 말이다.

저녁이 다 되어 두 사람은 허리를 펴고, 자기가 베어 놓은 볏단을 뒤돌아 보았다.
​그런데, 틈틈이 논두렁에 앉아 쉬던 농부가 베어놓은 볏단이 많았던 것이다.

쉬지 않고 이를 악물고 열심히 일만 한 농부가 따지듯 물었다. 아니, 나는 한 번도 쉬지 않고 일했는데, 이거 도대체 어떻게 된 거지...?

​틈틈이 쉬었던 농부가 빙긋이 웃으며 이렇게 대답했다.
​“응, 난 쉬면서 낫을 갈았거든...” 

한 번쯤 되돌아 볼 일이다.
“나는 오늘도 그처럼 무딘 낫을 들고 온종일 땀 흘리며, 일만 하고 있지는 않았는지...? "" 

명지대학교 인문교양학부 김정운 교수가 쓴 책 중에 ""노는 만큼 성공한다."" 라는 책이 있다.

그 책에 이런 내용이 있다.

15년 동안 오로지 골프에만 둘러싸여 화려한 골프여왕으로 등극한 박 세리가 자기 아버지에게 이렇게 항의했다.

​“아버지! 
나 이제 골프에 지쳤어요. 
이젠 이 골프에서 벗어나고 싶어요. 
그런데, 아버진 제게 다른 건 다 가르쳐 주고, 왜 쉬는 법은 가르쳐주지 않으셨어요?” 

위로는 부모님을 봉양하고, 밑으로는 자식들 챙기느라 앞만 바라보며 살아온 우리 세대들에게 시사하는 바가 크다. 

​뒤돌아 봤을 때, 이제까지 숨 가쁘게 앞만 보고 달려온 나날들이었다면, 
이젠 좀 쉬면서, 
옆도 보고, 
뒤도 보고, 
친구도, 지인도, 형제 자매도 보고, 
낫도 갈면서 오늘 하루라도 여유를 가지고 조금은 쉬엄쉬엄 사시는 것은 어떨런지요?",2024-08-16 15:47,시놀매니저
2182,,연천군 재인폭포. 시윈한. 물줄기,2024-08-16 15:51,평강
2183,헹상편한마음,안녕하셔요. 반갑습니다 저는동네야산에 오르는 정도입니다 많은가르침부탁합니다. 자는안산에거주 하는 60대중반입니다 이름는 박형출입니다,2024-08-16 15:57,상스러움
2184,방갑습니다,"서울 송파구 아시아선수촌에서 혼자 삽니다 
늘 함께하겠습니다
55년생입니다
쎅소폰 붑니다",2024-08-16 16:25,홍정기
2185,스타랙스 캠핑카을 운영 하고 이습니다,"저는 화성봉담에 거주하고  있으며
나이는 60년 쥐띠입니다
2년전에 스타랙스 캠핑카로  여행을
다니고 이습니다 
전번은 010  3323  4985  
잘부탁드립니다 ",2024-08-16 18:02,사자
2186,8  회  단체모임,오늘  모임은  즐거운  시간  이었습니다 ,2024-08-16 20:02,수국
2187,좋은모임 감사,"좋은인연 자리만들어
주신 시놀에 감사드림다~
",2024-08-16 20:03,우문현답
2188,유익한시간,"시놀모임,
생각지도 않았는데 정말 유익한 시간이었습니다
진행하시는 스텝분들 수고 많으셨습니다 ~",2024-08-16 20:03,가을문
2189,시놀단체미팅,신선하고 재미있는 모임이었어요,2024-08-16 20:03,킴미영
2190,즐거운 시간였어요,"즐겁고 유익한 모임 감사드립니다.
강추 합니다 ^~^",2024-08-16 20:03,reisei
2191,오늘 하루 ,오늘 하루 즐거워 습니다  기회가 된다면 다시 만나고 싶습니다,2024-08-16 20:04,momo1114
2192,인연,"반갑습니다
좋은 인연 되시길요",2024-08-16 20:04,탄산수
2193,단체미팅,"호기심 반 설레임 반 으로 참석  했는데
즐겁고   유쾌한 시간이였 습니다",2024-08-16 20:05,마틸다
2194,더위를 잊고~~,"설레이는 순간,기분좋은 만남이었습니다~~
좋은 추억 감사합니다~^^~~",2024-08-16 20:06,포플러
2195,새로움으로  즐겁게 ~,"자유여행에  관심이 있습니다~
~",2024-08-16 20:44,패랭이
2196,,"젊음이 가니 외로움 밖에 없네요.
같은 세대와 공감하고프네요.",2024-08-16 21:27,마파두부
2197,잘부탁드립니다,"이런 카페가 처음이다보니
잘좀 부탁드립니다.",2024-08-16 22:58,파발마
2198,안녕하세요.,부족함이 많아도 잘부탁드립니다,2024-08-16 23:05,파발마
2199,안녕하세요.,부족해도 잘부탁드려요,2024-08-16 23:09,파발마
2200,반가워요.,좋은곳이면 함게하시게요,2024-08-16 23:13,파발마
2201,신입  입니다ㆍ,"안녕하세요?
산과바다를 사랑하는 한사람
입니다 ㆍ
잘 부탁드립니다  ㆍ",2024-08-17 02:34,선풍기
2202,신입생 ,"처음으로 가입합니다ㆍ
잘 부탁 드려요ㆍ
좋은분들  많이
만나고 싶어요",2024-08-17 02:37,선풍기
2203,,그늘은 시원한. 해발1300 ,2024-08-17 03:53,빠달
2204,잘부탁드립니다,감사합니다,2024-08-17 08:24,국제재섭
2205,신입인사,"안녕하세요 
65년 남 이고
성복동 거주중이고
건강관리 삼아 등산
좋아합니다",2024-08-17 08:57,레고투
2206,신입,"수지 거중중인 65년생 남
입니다.
행복하고 건강한 하루하루 ",2024-08-17 09:00,레고투
2207,회원 100명의 의미...,"시놀...시니어들의 놀이터...
참 좋은 취지이고 재미 있을 것이라 생각 했습니다.

나이들면 자식들은 다커서 떠나 버리니 사람이 그리워지기 시작 하지요.

하지만 가입한 분들 대다수는 무슨연유로 무슨 목적으로 가입을하셨는지 아직도 이해가 안되는 것이 저 만의 생각 일까요?

가입만 하고 여행에도 모임에 도 관심을 안 보이던데...

이제 모임을 하면 단 몇분이라도 나오시어 서로 교류하며 즐거운 인생을 만드는데 동참 하시길...

기대 합니다.

",2024-08-17 09:05,트레비앙
2208,,아름다운 하루 보내세요~^^ ,2024-08-17 09:23,김별빛
2209,안녕하세요 반갑습니다~,독서모임에 가입해 봅니다~,2024-08-17 09:27,김별빛
2210,신기한 타로,신기한 타로에 대해 알고 싶어져서 가입해 봅니다 ,2024-08-17 09:30,김별빛
2211,안녕하세요 ,책 이야기 나누면 좋겠어요^^,2024-08-17 09:35,김별빛
2212,안녕하세요~,건강한 생활정보 나누어요,2024-08-17 09:38,김별빛
2213,좋은글 나누고 싶습니다,안녕하세요 좋은글 나누며 편안하고 행복하면 좋겠어요,2024-08-17 09:40,김별빛
2214,,반갑습니다 ,2024-08-17 09:48,NRD
2215,초보가입,반갑습니다.,2024-08-17 10:07,마르티네스
2216,노새노새 젊어노새 늙으나면 못노나니 ~ ,"Present is the Present 🎁 
Today is the youngest
for the rest of my life.
현재가 선물입니다. 하고싶은거~ 먹고싶은거~ 가고싶은곳~ 되고싶은 사람~ 
원없이 신나고 즐겁고 행복하게 성취합시다~ ^^
아자아자 50대~ 홧팅!!!",2024-08-17 11:08,최희수
2217,한강 공원 걷기 오늘은 어디로...,"걷다가 쉬는동안 읽어보기

<우리가 행복한 삶을 살지 못하는 10가지 이유>


1. 사랑 결핍

사랑이 부족하다. 

독신이나 가정 사정으로 인해 사랑받지 못하고

사랑하지 않기 때문에 사랑 결핍증에 걸리고 행복감은 바닥으로 떨어지는 것이다. 

2. 행복의 조건

행복에 조건을 붙이기 때문이다.

미리 조건을 정해놓고 그 조건에 맞는 행복이 걸려들기만 기다리고 있기 때문이다. 


3. 행복 미루기

행복을 미루기 때문이다.

지금보다 처지가 나아져 호의호식하게 되면

더없이 행복해질 거라며 행복을 무작정 미루기 때문에 현재의 행복이 없는 것이다. 

4. 투정부림

투정을 부리기 때문이다.

예쁜 옷이 없다고, 외식을 못한다고 복에 겨운 투정을 부리기 때문에, 없던 불행이 생겨나고 들어왔던 행복도 달아나는 것이다. 

5. 돈 = 행복

돈이 곧 행복이라는 착각 때문이다.

돈이 많을 수록 인생이 즐겁다는 착각에 빠져 인생을 온통 돈 버는 일에만 허비하기 때문에 삶이 지치고 고된 것이다. 


6. 타성에 젖음

타성에 젖기 때문이다.

안일한 생활이 너무 오랫동안 지속 돼 내가 지금 행복한지 불행한지도 모르고 무덤덤하게 살아가기 때문에 행복을 느끼지 못하는 것이다. 
 

7. 불행 자청

불행을 자청하기 때문이다.

조금만 힘들어도 ""살기 싫다. 죽고 싶다.""라는 말을 늘어놓기 때문에 몸은 처지고 없던 불행도 생겨나는 것이다. 

8. 환경 원망

환경을 원망하기 때문이다.

내가 불행해진 것은 가난하고 못 배우고 못 생겼기 때문이라고 열악한 환경 탓만 하기 때문에 불행의 늪에서 헤어나지 못하는 것이다. 

9. 행복 외면

작은 행복을 외면하기 때문이다.

크고 화려한 행복에 집착해 일상생활 속의 작고 소박한 행복들을 외면하기 때문에 행복의 양이 자꾸만 줄어드는 것이다. 
 

10. 남과의 비교

남들의 행복은 과대 평가하고 내 행복은 과소 평가 비교하기 때문에 내 처지가 한없이 슬퍼 ",2024-08-17 11:39,아리수나그네
2218,모임 안내,"매주 금요일 오후2시 이후에
함평군 월야면 문화로 1053
모여서 연습하고 있습니다 
관심 있는분은 오시면 됩니다

모임 가입후 채팅 연락주세요
김양현 입니다",2024-08-17 12:29,길갈
2219,나이 상관 없어요,"현제 당원은  보통 60이. 넘었어요 70넘은 분도 있답니다
노래 잘하시면 군내. 무대에서
노래도 할수 있습니다 
부족 하시면 같이 연습. 하면
됩니다",2024-08-17 12:34,길갈
2220, ,"( 인연따라 마음을 일으키고 )

너무 좋아할 것도
너무 싫어할 것도 없다.
너무 좋아해도 괴롭고,
너무 미워해도 괴롭다.

사실 우리가 알고 있고,
겪고 있는 모든 괴로움은
좋아하고 싫어하는
이 두 가지 분별에서 온다고 해도
과언이 아니다.

늙는 괴로움도
젊음을 좋아하는 데서 오고,
병의 괴로움도
건강을 좋아하는 데서 오며,

죽음 또한 삶을 좋아함,
즉 살고자 하는 집착에서 오고,
사랑의 아픔도
사람을 좋아하는 데서 오고,

가난의 괴로움도
부유함을 좋아하는 데서 오고,
이렇듯 모든 괴로움은
좋고 싫은 두 가지 분별로 인해 온다.

좋고 싫은 것만 없다면
괴로울 것도 없고
마음은 고요한 평화에 이른다.

그렇다고
사랑하지도 말고,
미워하지도 말고
그냥 돌 처럼
무감각하게 살라는 말이 아니다.

사랑을 하되
집착이 없어야 하고,
미워하더라도
거기에 오래 머물러서는 안 된다는 말이다.

사랑이든 미움이든
마음이 그 곳에 딱 머물러
집착하게 되면
그 때부터 분별의 괴로움은 시작된다.

사랑이 오면 사랑을 하고,
미움이 오면 미워하되
머무는 바 없이 해야 한다.

인연 따라 마음을 일으키고,
인연 따라 받아들여야 하겠지만,
집착만은 놓아야 한다",2024-08-17 13:02,의봉
2221,,반갑습니다 ,2024-08-17 14:58,한작가
2222,안녕하세요,즐건여행 함께해요,2024-08-17 15:10,광나루
