,title,content,date,nickName
5668,,"카페 어려움을 한방에 해결 
생각만 바뀌면 
역행 꺼꾸로
상담 010 3471 2972

유튜브 지랄맞은 아저씨 구독 하시면
네이버 또는 구글 셰프샘배
검색 하시면 다양한 정보 열람
",2025-02-17 14:24,오프로드
5669,,"아메리칸 도넛 튀김기
제작 판매",2025-02-17 14:25,오프로드
5670,,"제과제삥 징비
오븐 발효기 믹서
모든것 판매 솔루션",2025-02-17 14:27,오프로드
5671,,"카페 중징년 점주분 창업 교육 실시
상담 010 3471 2972 ",2025-02-17 14:28,오프로드
5672,,"잘 부탁드립니다
어제 가입한 신입입니다^^",2025-02-17 15:05,김선우
5673,공지글 입니다 ,"아직 가입회원이 적은 관계로 차박공지를 올리지 못하고 홀로차박 즐기고 있네요 차박캠핑 좋아하시는 분들과 편하고 즐겁게 핫한 차박캠핑을 해보고자 모임을 주관하게 됐습니다
관심있는 분들이라면 초보던 고수분이던 많이많이 함께 해주세요
~~~~^^
",2025-02-17 15:22,인생은미완성
5674,모임,부산에서 모임을 하면 참석할수 있나요,2025-02-17 15:35,정상진/선각 67 부산 (매직맨)
5675,,2025년 2월 17일(월)입니다.,2025-02-17 15:37,skyspace
5676,,신입인사요,2025-02-17 15:40,나그야
5677,,댄스에 관심이있어 몇년전 사교댄스 조금배웠던 추억이 있어 문을 두드립니다.  ,2025-02-17 15:48,울타리
5678,,"봄을 기다리는 마음으로
즐거운 한 주 되세요!

",2025-02-17 15:59,등반대장
5679,신고합니다,인생의 후반전을 부산에서 알차게 보내고싶습니댜  맛과 멋을 함께 나누고싶네요,2025-02-17 16:05,포근하게
5680,실격인가요?,나이가 넘쳐 안된다면 큰 불해미죠? 규약이 그렇다면 어쩔수 없지만 저를 여러모로 살피시어 예외사항이라도? 괸한 욕심이겠죠?,2025-02-17 16:09,포근하게
5681,,반갑습니다,2025-02-17 16:13,그냥남자친구
5682,신고합니다,해운대 사는 홀아비입니다 맛집탐방 혹은 삶을안주삼아 즐거운 대화 기대합니다,2025-02-17 16:14,포근하게
5683,신고합니다,먹는것과  마시는건 좋아합니다 한자리걸터 앉았으면 합니다,2025-02-17 16:17,포근하게
5684,가입 원합니다,먹고  마시는걸  취미로 살고있어요 친구가 되어주세요,2025-02-17 16:20,포근하게
5685,,"초보자입니다.
배울려면 어떻게 하면 되나요
일정 및 참여 조건을 알려주세요",2025-02-17 16:21,정수영
5686,,먹는것과 마시는걸즐기는  홀아비입니다 같이 즐거움을 공유할 여러분을  모시고싶습니다 친구가 되어주세요,2025-02-17 16:45,포근하게
5687,,사진을. 취미로  자연과.  여행을 만끽 하고자. 함꼐. 하고파요,2025-02-17 16:54,조영일
5688,,요리 실력들 인정 합니다^^,2025-02-17 16:58,별
5689,,좋은분들 뵙고 싶습니다.,2025-02-17 17:15,울타리
5690,,님들 만나뵙고 좋은인연 만들고싶습니다.,2025-02-17 17:18,울타리
5691,,"안녕하세요. 
처음이라 조금 쑥스럽네요.

",2025-02-17 17:22,千龍澈
5692,,가입인사 드립니다.잘부탁드립니다.,2025-02-17 17:24,온돌
5693,,저도  술보다는  맛있는 음시게 필이더 꼳이네요 맛집 탐방여행 함께해요,2025-02-17 17:49,포근하게
5694,,이런 모이은 기대가되요  한번  자리  만들어주실래요세분만 모여도 좋을텐데^^^,2025-02-17 17:51,포근하게
5695,,배우고싶어 전화하니 30만원 윌회비에 선생이 가르친다고하나 혼자 배우기 쑥스러워  망설이고있어요 기회가되면 좋겠네요,2025-02-17 17:55,포근하게
5696,,같이 할분계시면좋겠습니다 산중턱만 올랐는데 저 좀끼워주세요 전번드릴까요?,2025-02-17 17:57,포근하게
5697,,"반갑습니다. 
부산 사하구 거주중입니다.
잘 부탁드립니다. ",2025-02-17 18:06,포도의 계절
5698,,인천공항 ,2025-02-17 18:21,사랑이7
5699,," 아니 열정적으로 모임 개설해서
모임원들에게 많은 기대감으로 
잔뜩 부풀게 해늫고는 모임장님은
어데로 사라지셨나 참 알쏭달쏭
시원찮아요.
",2025-02-17 18:32,향 수
5700,안녕하세요 반갑습니다 ," 친구들과 멋진추억 만들고파 가입했습니다 
잘부탁드립니다 ",2025-02-17 18:35,인생은미완성
5701,,계획ᆢ,2025-02-17 18:48,산물
5702,,"고등학교 여자 친구들이랑 목포 여행 다녀왔어요. 

젤 맛나게 먹은 맛집은 목포역 근처 [오거리] 입니다.
현지 근무중인 친구 추천으로 방문했고요, 

저희는 총리밥상 시켰고요, 
나오는 메뉴는, 
홍어회 
낙지탕탕이 
간장게장 
갈치조림 
생선구이 입니다. 

홍어가 회.로 나와요. 맛나더라고요. 뭐 맛은 회 맛?ㅋ 
(전 삭힌 홍어는 아직 도전해보지 않아서..) 

간장게장보다 양념게장 좋아하는데, 정말 달큰하니 맛나더라고요. 
반찬도 다 맛났고요~ 
오픈런해서 30분 넘게 줄서서 갔던 곳보다 훨 맛났어요. 

정말 강추!!! 해요!! 

목포 현지인이시거나 목포 방문하셨던 분들.. 
추천 맛집 있을까요??? 
목포의 매력에 빠져부렀당께요! 

",2025-02-17 18:55,신반장
5703,,"신반장님, 안녕하세요.
가입을 환영합니다.
좋은 책을 읽고 공유하면서
즐거운 모임 생활 함께해요.",2025-02-17 18:58,stj
5704,,"하루하루행복하고좋은일만가득하세요
경남서창",2025-02-17 19:00,산물
5705,,안녕하세요 좋은인연 되길바랍니다 ,2025-02-17 19:03,송 야
5706,,"설레는 마음으로 가입합니다.
",2025-02-17 19:19,충무로
5707,허전하고 지루한일상을 탈출하고 싶네 요,마음이 가는대로 ,2025-02-17 19:21,오늘은나의사랑
5708,,어제 가져온 영월 배추전과 김치전 그리고 밤고구마 1개로 저녁식사 햇네요.,2025-02-17 19:22,빠달
5709,,안녕하세요 ,2025-02-17 19:22,오늘은나의사랑
5710,,"안녕하세요
신참 인사드립니다",2025-02-17 19:26,황순필
5711,,"반갑습니다 
",2025-02-17 20:05,도엽
5712,,"한잔모임 불러주세요
좋은시간 더불어 보내고 싶습니다 
",2025-02-17 20:10,팬스타
5713,,잘~~부탁합니다.,2025-02-17 20:10,울타리
5714,3년차입니다.,"단타 위주로 열공 중입니다 
희망회로 만땅이지만 실력은 제자리네요
",2025-02-17 20:17,주식고프미
5715,,"잠시쉬어보니재미없고심심하네요
저는이런것을처음해보는데가능할까요",2025-02-17 20:22,아옛날이여
5716,자유로운 영혼이 되고 싶어요^^,같은 생각을 가지고 있는 친구들과 함께 하고 싶네요,2025-02-17 20:24,jh7
5717,,"안녕하세요 
새로 가입해서 아직 낮설고 어설프네요
서울 관악구 살고 있습니다
잘 부탁드립니다^^",2025-02-17 20:25,나환태
5718,가입 첫 인사 드리며 좋은분과 함께 즐기고 싶읍니다.,좋은 친구분 만나서   대화와 취미  여행 함께 하고 싶읍니다.,2025-02-17 20:27,JU CHONGNAM
5719,,"인생을 소풍처럼   살고싶어서
가입했어요 ^^",2025-02-17 20:30,이경환
5720,추억 여행에  함께 하고 싶읍니다.,좋은 친구.님들과 추억 여행을 함께 떠나고  싶읍니다.,2025-02-17 20:48,JU CHONGNAM
5721,,모임장  새해도  되고  새로  오신분들도   있고 모임  한번  가져요  ㅇㅇ,2025-02-17 20:52,왕조현
5722,,"안녕하세요 
신입 신고합니다ㅡ
친구님들 잘ㅡ부탁드립니다 ㅡㅡ",2025-02-17 21:08,박**
5723,,"오늘 첫발을 내딛은 덕양구에 사는 노을남 입니다.
앞으로 많은 가르침 부탁 드립니다.

이제 곧 춘삼월~
봄도 성큼 성큼~
좋은 시간 같이하는 기회를 어서 빨리 만들어야 하지 않겠습니까?
ㅎㅎ~

그날이 오긴 하는건지~
은근히 기대하며 기다려 볼랍니다.

좋은밤 보내세요~",2025-02-17 21:14,노을남
5724,,"반갑습니다
50대만이 들어올수 있어 영광입니다^^",2025-02-17 21:33,Philho
5725,신입신고,"반갑습니다
좋은 만남 기대합니다",2025-02-17 21:39,Philho
5726,,즐거운 모임이되었으면 합니다,2025-02-17 21:40,stendad2023
5727,닉네임:다도해.,"🏓 를 즐겁게 치고 있으며, 매주 목~일요일에 일 2시간 정도 같이 할 수 있습니다. ",2025-02-17 21:45,다도해
5728,,"안녕하세요...반갑습니다
수원에 살고 있으며
50대 후반 직장에서 벗어난 자유인 입니다",2025-02-17 21:56,남콩
5729,,명일(2/18) 한빛레이저 좋아보입니다.,2025-02-17 22:04,인생찬미
5730,,이제남은  삶은 나자신을위해서  살려합니다   기나긴  겨울을지나서  봄이다가오고  있어요    우리모두  활짝웃어보아요 ~^^,2025-02-17 22:26,노랑민들레
5731,책 읽는 멋진 사람들과 같이 놀고 싶어요,"저 좀 같이 끼워 주세요
책도 읽고, 출간하고 싶어요",2025-02-17 22:50,세수하면 이병헌
5732,,"
함께 하게 되어 
반갑습니다,",2025-02-17 23:17,효원
5733,,"반갑 습니다
함께 공유하며 좋은 
모임의 일원을 성실히 참여 하겠습니다,",2025-02-17 23:21,효원
5734,반가워요,이런 좋은 곳이 있는줄 몰랐네요 반갑습니다 좋은 인연들이 되었으면  좋겠습니다,2025-02-17 23:25,알렉스유
5735,,반갑습니다    많은 멘토 바랍니다 ,2025-02-17 23:26,이경환
5736,반갑습니다 ,잘부탁드립니다 ,2025-02-17 23:36,최상일
5737,,"안녕 하세요
반갑습니다
함께 하게 되어 감사 드립니다,",2025-02-17 23:38,효원
5738,반갑습니다,반갑습니다    음악이 있는곳  그리고 아름다운  친구들이 있는곳    서로 배려하고 아름다운 시간을 함께 나눌수 있다면 그곳이 천국일겁니다,2025-02-17 23:43,알렉스유
5739,멋진방입니다,좋은 분들과  아름다운 시간 만들면 좋겠습니다 ,2025-02-17 23:55,알렉스유
5740,반가워요,해피한   모임인거 같아서   기대  가 됩니다 좋은날 뵙겠습니다,2025-02-18 00:02,알렉스유
5741,,반갑습니다 따사로운 햇볕이 봄을 미리 알리네요 설렘으로 기다려집니다,2025-02-18 00:09,쏠리드
5742,,"안녕하세요
잘 부탁 드립니다 ~",2025-02-18 01:16,빌라드
5743,인사드립니다~,책을 읽고 같이 나누고 싶어 참여 하게 되었습니다~~,2025-02-18 01:37,KBL
5744,,안녕하세요,2025-02-18 01:43,빌라드
5745,,안녕하세요,2025-02-18 01:54,빌라드
5746,,반가워요 ~,2025-02-18 02:00,빌라드
5747,,"안녕하세요, 반갑습니다!",2025-02-18 02:19,채명우
5748,,"안녕하세요
반갑습니다!",2025-02-18 02:53,그림자70
5749,,일산 사시는분 계실까요,2025-02-18 04:55,주식고프미
5750,,"찰 님 반갑습니다.
이 모임에서 함께 즐거운 경험 나누어 봐요.
가입을 다시한번 환영합니다.",2025-02-18 06:55,제이
5751,,"
내 힘으로 이해할 수 없는 것들은 살면서 자꾸 
질문이 되어 돌아왔다.

비록 답할 수 없을 지라도 나는 이 희귀한 사랑의 순간들을 어딘가에 잘 간직해 두고 싶었다.

 『사랑의 잔상들』 중에서..
",2025-02-18 07:07,이원찬
5752,안녕하세요.  반갑습니다.,항상긍정적이고진심어린솔직한대화와믿음을가진성격의소유자입니다.소중한후반생즐겁고행복하게보내길원해요.많은관심과배려를부탁해요.여러분을항상응원합니다!!!,2025-02-18 07:14,JINCHENGZHU
5753,,"안녕들하세요?
갑햇습니다.건강들하세요 ~~",2025-02-18 07:26,행운바바
5754,,얼른 날이 풀리고 따뜻한 봄이 오면 좋겠어요.,2025-02-18 07:33,신반장
5755,처음가입 인사,반갑습니다  좋은회원이 되도록 하겠읍니다,2025-02-18 07:37,stendad2023
5756,,"안녕하세요.
반갑습니다.여수 입니다",2025-02-18 07:39,섬사랑
5757,,"안녕하세요.늘 해보고 싶었던 드럼!
기회가 나에게도 오네요.",2025-02-18 07:41,영봉 오의환
5758,신입입니다~,"안녕하세요~^;
잘 부탁드립니다~",2025-02-18 08:33,임명식
5759,,"2025년 2월 18일(화)입니다.
절기상 ""우수""라고합니다.
저는 4번째 베트남의 달랏 일정을 
7박9일 테스트 진행합니다.",2025-02-18 08:45,skyspace
5760,,교보문고에서 뽑은 최고의 소설.,2025-02-18 08:50,stj
5761,,"집들이 선물로 뭐가 좋나요? 
다음주에 집들이를 가야하는데 
어떤걸 살지 고민이네요 ^^",2025-02-18 08:52,평냉조아
5762,가입인사,맛있는 음식에멋있는 분들과 인생 의행복을느끼고싶습니다,2025-02-18 09:00,포근하게
5763,,반갑습니다~ ,2025-02-18 09:10,크리스333
5764,,"오늘의 뉴스 배달🚛
1. 특허 받은 서울 서초구 ‘북페이백 서비스’ → 주민들이 관내 서점에서 읽고 싶은 책을 구입해 읽고 3주 안에 서점에 반납하면 책값 돌려줘. 반납 받은 책은 관내 도서관이 신간 구입 예산으로 사들여 장서로 활용. 7년째 5만 1800권 선순환...(아시아경제)


2. 탄핵 앞에서 갈라진 2030 남녀... → 찬성 집회엔 2030 여성이 남성의 3배, 반대 집회엔 2030 남성이 여성의 3배 넘어... 정치권이 그간 표를 위해 정치적으로 이용하면서 젊은 세대의 분노가 축적되고 사회 갈등은 더욱 커졌다는 분석.(문화)▼


3. 개인정보 침해 논란 ‘딥시크’... 한국 서비스 잠정 중단 → 한국 정부(개인정보위), 지난달 개인정보 처리와 관련한 질의서 딥시크에 보내 미흡한 부분 개선해 서비스 재개할 것을 제안, 딥시크측 이를 수용한 것.(매경 외)


4. 올해 사상 처음 법인세, 근로소득세 역전 가능성 → 기업실적 부진, 세수에서도 드러나... 지난해 국세수입에서 법인세(62.5조)가 차지하는 비중은 18.6%로 2005년 이래 최소. 반면 근로소득세는 61조로 역대 최다, 올해는 법인세vs소득세 역전 가능성.(한경 외)


5. 필리핀 가사관리사, 사실상 ‘부유층 전용정책’ 논란 → 3월부터 외국인 가사관리사 요금 20% 인상, 월 300만원... 실제 이용가구의 42.8%가 한 달 가구소득 1200만원 이상. 1800만원 이상도 23.2%...(문화)▼


6. K-콘텐츠 잇따라 ‘제작비 다이어트’, 100억 이하 영화 속속 → 드라마 ‘굿파트너’·‘정년이’ 높은 시청률에도 거액 제작비 부담에 적자 못 면해. 최근 ‘히트맨2’와 ‘검은 수녀들’ 100억 남짓 제작비로 손익 분기점 넘어서.(문화)


7. 무리한 태양광 증설? vs 수용 못하는 정부 대책 부실? → 10년간 태양광 발전 시설은 10배 가량으로 늘었는데, 이를 내보낼 송전선로는 제자리 걸음... 특히 육지 태양광 발전소의 60%가 호남에 집중",2025-02-18 09:43,시놀매니저
5765,,안녕하세요~,2025-02-18 09:44,sook
5766,,안녕하세요 잘 부탁합니다 ,2025-02-18 09:47,서정진 
5767,,반갑습니다!  종종뵈용,2025-02-18 09:59,할리
5768,가입원합니다,부산정관에 사는 골프를 좋아하는 사람입니다.가입하고 싶습니다,2025-02-18 10:01,꼬다이
5769,,"반갑습니다.
유튜브로 댄스 배우고 있습니다.
초대주시면 감사하겠습니다.",2025-02-18 10:05,꼬다이
5770,,안녕하세요,2025-02-18 10:25,빌라드
5771,,안녕하세요,2025-02-18 10:26,빌라드
5772,,"안녕하세요!

오늘 3시반 정모일입니다.
장소는 광진구스포츠클럽 (아차산로415. 구의역2번출구)

한시간 전부터 연습실 따뜻하게 뎁혀 놓을테니 일찍오셔서 연습하시기 바랍니다.

누구나 부담없이 참석하실 수 있습니다.

(02)457-1515",2025-02-18 10:47,하늘사랑
5773,,"혹시 안산에오시면 족적한번올려
주시고 혹그시간에 같은장소,혹근처에
계시다면 차한잔 하세요!
풍요롭고여유있는 삶들이되시길~~",2025-02-18 11:18,행운바바
5774,,잘부탁드립니다 ^^,2025-02-18 11:25,엄영욱
5775,가입인사,좋은정보 많이 나누고 싶습니다^^,2025-02-18 11:40,새벽녘에
5776,피클볼 알고싶네요^~^,"피클볼이란 운동이 있는걸 처음 알았네요
검색해보니 재미있을거같네요",2025-02-18 12:00,즐건인생01
5777,,술한잔기울이며흘러가는세월을논하노라,2025-02-18 12:02,이름기우나
5778,,만나서반갑습니다,2025-02-18 12:07,매너남
5779,,"배드민턴을 통한 체력 증진과 영어를 어법과 대화를 할 수 있는 능력까지 두 마리 토끼를 잡을 수 있는 모임을 만들고자 합니다.
많은 관심 부탁드립니다.
Well begun is half done.(시작이 반이다)
",2025-02-18 12:28,뭔가 허전한 남자: 명불허전
5780,공지,공지,2025-02-18 12:55,전현욱
5781,반갑습니다 창원,69년 조용국,2025-02-18 13:58,용국
5782,,안녕하세요~,2025-02-18 13:58,전현욱
5783,,반갑습니다,2025-02-18 14:38,용국
5784,,"안녕하십니까
술을 좋아하고 사랑합니다.
단 좋아만 하고 술은 1병 밖에 안 마십니다.",2025-02-18 15:04,김한우
5785,주말 축구,토요일 축구하실분,2025-02-18 15:09,전현욱
5786,,"내가 다시 사랑한다면

내가 다시 사랑한다면,

그때는
아주 예쁜 말들만 하렵니다
언젠가 나의 말에 상처입은 그 사람이
내곁을 떠날지도 모르니까요

서로에게 상처가 되는 말은
목언저리까지 나와도
절대 하지 않으렵니다.

내가 다시 사랑한다면,

그때는
어느 사랑과도 비교하지 않으렵니다
자꾸 남과 비교하는 내 모습이
어느 사이 그 사람의 눈에도
다른 사람과 비교될지 모르니까요

나의 사랑 하나만을 바라보며
해바라기 같은 사랑을 하렵니다.

내가 다시 사랑한다면,

그때는
자존심 따위는 내세우지 않으렵니다
괜한 자존심으로 그 사람을 잡지 못하고
떠나보낸 후에 후회할지도 모르니까요

먼저 다가가 손내밀어
힘들어하는 그 사람을
보듬어 주렵니다.

내가 다시 사랑한다면,

그때는
어떠한 자로도 그 깊이를
재려하지 않으렵니다

잴수없는 깊이를 재려다
아름다운 사랑을 하기에도 모자란
시간을 낭비할지도 모르니까요

그저 바다와 같고
하늘과도 같다고 생각하며
그 안에서 안주하렵니다.

내가 다시 사랑한다면,

그때는
사랑한단 말을 아끼지 않으렵니다
내가 얼마나 사랑하는지도 모른체
떠나갈지도 모르니까요

듣기 지겹다 하더라도
아끼지 않고 말하렵니다.

내가 다시 사랑한다면,

그때는
마음의 문을 활짝 열렵니다
혹시라도 나의 마음을 두드리다 두드리다
지쳐서 뒤돌아서는 일이 있을지도 모르니까요

마음의 문을 활짝 열고 들어오는
그 사람을 맞이 하렵니다.

정말로
내가 사랑한다면
이렇게 하렵니다. ",2025-02-18 15:10,뭔가 허전한 남자: 명불허전
5787,,"아직 처음이라 서툽니다.
같은 취미를 가진 회원분들이 조금 모이면
고견을 듣고 탄력적으로 운영해보려고 합니다.
부족해도 이해해주세요.",2025-02-18 15:13,뭔가 허전한 남자: 명불허전
5788,안녕하세요 저는 부산 전포동(서면)에 살고 있습니다,"등산을 좋아하고요(블랙야크100대 명산 도전 중) 주차장 운영과 중개 일을 하고 있고요 매일 아침 약간의 명상과 운동을 하고 있고요
인간관계에서 제일 중요한건 친절,성실,배려,양보도 중요하지만 가장 중요한건 진실이라고 확신합니다 좋은 만남으로 서로 행복한
시간이 되기를 바랍니다 ",2025-02-18 15:55,18회 윤상훈
5789,,삶은 작품처럼 !!! 인생은 소풍처럼 !!,2025-02-18 16:15,이경환
5790,,많은 멘토 바람니다 ,2025-02-18 16:23,이경환
5791,,"카카오 오픈체팅방을 만들었습니다.
기본스텝 등 자료 올리겠습니다.
많이 놀러오셔요!

https://open.kakao.com/o/gsZlqUfh",2025-02-18 16:35,하늘사랑
5792,버드나무,반갑습니다,2025-02-18 17:01,버드나무7
5793,반가워요,안녕하세요,2025-02-18 17:08,버드나무7
5794,가입을 승인해 주심에 기존 회원분들께 감사인사올 립니디,대화 나누면서 좋은인연 만들고요 만남의장이 있으면 적극참여하겠읍니다,2025-02-18 17:22,한동곤
5795,,"취지가   아주  좋습니다
사람끼리는  역시 한잔이 들어가야~^^
",2025-02-18 17:25,헤이
5796,,"우리님들..!
오늘하루 줄거우. 셧나요

개구리 뒷다리 보고파
반포 한강변을
두리번,두리번

하묜서 요기,조~오~기
보문서~~~

작은눈 부릅 뜨고
보아도 아직은
엄청 추운 겨울속
입니다

그래도 담주 부터는
일기(예보)상  영상으로
기대되서 다행 입니다

흑여 한강변 에서라도
마주치면~~~♡",2025-02-18 18:18,이완선
5797,,"반갑습니다.
60대모임 처음 가입해 봅니다.
많은분들과 사랑과 우정을
 나누고싶습니다.
",2025-02-18 18:36,울타리
5798,,안녕하세요,2025-02-18 18:37,멋진남자
5799,,"이 것은 4년묵은 명이나물과 눈개승마를 섞어 만든 피클입니다.
간장을 잘 못 선택해서  짜네요. ㅎㅎ",2025-02-18 18:57,빠달
5800,,"반갑습니다   용인시 처인구에 사는
인생은 소풍처럼 삶은 작품처럼 살려고
합니다 
",2025-02-18 19:06,이경환
5801,,"잘부탁드립니다 
즐겁게 참여하겠습니다 ",2025-02-18 19:52,팬스타
5802,안녕하세요. ,반갑습니다.,2025-02-18 20:05,최동일
5803,,"반갑습니다!!

저녁 뭐 드셨나요?

저는 양꼬치집에서  제가 애정하는 가지볶음 먹었어요!

맛 나왔을때 엄청 뜨거운데! 정말 흡입하며 먹게되는데요~

주변에 가지요리 맛난 집 있음 추천 부탁드려요!!! 

",2025-02-18 21:14,신반장
5804,,"안녕하세요   강상면 사시는군요
양평지역에  관심이있는사람입니다
양평이란말에  반가워서 인사드려요~^^",2025-02-18 21:31,레이크
5805,,전 신입이라 잘 모르지만 누가 이끄시는지 알려주세요 오늘도 운동하는데만 있다 왔네요 시간 장소 주셔서 모임이 활성화 되면좋겠습니다,2025-02-18 21:47,포근하게
5806,,안녕하세요~ 첫 인사드립니다 잘 부탁드립니다~ 캠핑 좋아하는 사람입니다,2025-02-18 21:54,캠카
5807,,"청년운동장 “숨&움직임” 
 
 움직임이 삶을 바꾼다

1. 왜 우리는 움직여야 할까?

어느 날 문득, 거울 속 내 모습이 낯설게 느껴졌다. 몸이 무겁고, 쉽게 지치고, 어딘가 활력이 사라진 것 같았다. 우리는 살아가며 수많은 역할을 수행하지만, 정작 ‘나’ 자신을 위한 움직임은 뒷전이 되곤 한다.

그러다 깨달았다.
“숨 쉬고 움직이는 것만으로도 인생이 달라질 수 있지 않을까?”

2. 숨을 돌리고, 움직이기 시작하다

처음엔 그저 천천히 숨을 들이마시고 내쉬는 것부터 시작했다.
조금씩 몸을 움직이며 흐르는 땀을 느꼈다.
기적 같은 일은 없었지만, 어느새 가슴이 뻥 뚫리는 기분이 들었다.

숨과 움직임이 하나가 되는 순간, 우리는 더 나은 나로 변할 수 있다.

3. 함께하면 더 강해진다

혼자서는 쉽게 포기할 수도 있다. 하지만 누군가 나를 응원해주고, 함께 움직이는 사람들이 있다면?
청년운동장은 그런 공간이다.
운동이 낯선 사람도, 바쁜 일상에 치인 사람도, 이곳에선 누구나 자신의 속도에 맞춰 나아갈 수 있다.
숨을 돌리고, 한 걸음씩 움직이며, 함께 성장하는 경험을 쌓아간다.

4. 변화는 작은 움직임에서 시작된다

처음엔 어렵고 힘들 수 있다. 하지만 우리는 알게 된다.
단 한 번의 움직임이 삶의 변화를 만든다는 것을 조금 더 가볍게 숨 쉬고, 조금 더 자유롭게 움직이며, 조금 더 나다워지는 경험.

그게 바로 청년운동장이 만드는 퍼스널 브랜드, ‘숨&움직임’의 스토리다.

당신도 함께해보겠어요?
지금, 첫 걸음을 내디뎌보세요.
움직이면 바뀝니다. 숨 쉬면 살아납니다.",2025-02-18 21:57,청년운동장
5808,,오늘 갑했어요  ~잘부탁드립니다,2025-02-18 22:04,캠카
5809,안녕하세요 좋은분들과  즐거운 함께 해요,"매너잇고 즐겁게  운동하면서 
좋은 분들 만나고 싶습니다",2025-02-18 22:11,스티브초이
5810,안녕하세요~,반갑습니다~~,2025-02-18 22:24,빌라드
5811,,여행 좋아해서 공지사항있으면 신청할께요.,2025-02-18 22:26,원스톤
5812,,반갑습니다~,2025-02-18 22:29,빌라드
5813,,안녕하세요 방갑습나다 ,2025-02-18 22:29,대산산대 
5814,,반가워요 ~ ,2025-02-18 22:38,빌라드
5815,안녕하세요. 하늘은 맑고 마음은 하늘만큼 높고,"바람은 차지만 눈빛은 따뜻한 겨울왕국의 주인공들과 함께 열심히 배우겠습니다.
잘 부탁드립니다.",2025-02-18 23:08,세수하면 이병헌
5816,안녕하세요,반가워요 ~~,2025-02-18 23:19,빌라드
5817,안녕하세요,반가워요~,2025-02-18 23:25,빌라드
5818,"그림, 글쓰기 멋져요 ^^",안녕하세요. 그리고 쓴다는게 너무 아름다워 저도 키고 싶어서 감히 지원합니다. 잘 부탁드려요 ^^,2025-02-18 23:27,세수하면 이병헌
5819,,안녕하세요,2025-02-18 23:31,빌라드
5820,,"안녕하세요
반가워요 ~~",2025-02-18 23:53,빌라드
5821,,안녕하세요~,2025-02-18 23:56,빌라드
5822,,돌싱입니다^맛집^ 여행을^좋아합니다 즐거운^시간이되었으면합니다,2025-02-18 23:57,와이에이치
5823,안녕하세요,친목 모임인가요?,2025-02-19 00:00,빌라드
5824,,"안녕하세요 ~~
반갑습니다 ^0^
",2025-02-19 00:01,채명우
5825,,"반갑습니다
함께 하게 되어 감사 드립니다.",2025-02-19 00:09,효원
5826,웃으면 복이 와요~~,"돌싱으로 살아가고 있어요~
그래서 웃음을 찾고자 ^0^",2025-02-19 00:16,채명우
5827,인사드립니다.," 모임이나 동호회같은
 가입은 처음입니다.
 잘부탁드립니다 ",2025-02-19 00:17,야행성
5828,,"관심사항인데 이제야 용기내서 찿아뵙네요 열심히 함 해보려구요 
지도편달 바랍니다 
감사~😊",2025-02-19 01:56,시라소니
5829,,"
흘러가니 아름답다.


구름도 흘러가고
강물도 흘러가고
바람도 흘러갑니다. 

생각도 흘러가고
마음도 흘러가고
시간도 흘러갑니다. 

좋은 하루도 나쁜 하루도 
흘러가니 얼마나 다행인가요?

흐르지 않고 멈춰만 있다면 
물 처럼 삶도 썩고 말텐데 
흘러가니 얼마나 아름다운가요. 

아픈 일도 힘든 일도 슬픈 일도 흘러가니 
얼마나 감사한가요. 

세월이 흐르는 건 아쉽지만
새로운 것으로 채울 수 있으니 
참 고마운 일입니다. ",2025-02-19 02:06,의봉
5830,신입인사 꾸벅^^~,지도편달 바랍니다~,2025-02-19 02:32,시라소니
5831,2월 19일 구로디지탈단지역2번출구 부근서 활동,"2월19일 수요일
2시 이후 서울 구로디지탈단지역2번출구 부근 콜라텍
(운영진 2~5명은 항상 동행합니다.)
모임 일정은 각 지역 서울, 경기, 인천, 충청, 전라, 경상, 제주 지역 주최 될수 있으나 10인 이하 참석시 취소되며,
모임대신 혹 취소시 
매일 서울, 경기, 인천 부근서 계속 콜라텍및 학원등지에서 혹 문화센타 등지에서 활동중입니다. 동참 원하시면 010 3286 0597 연락주시고 문자 주시면 같이 사교댄스, 스포츠댄스 운동을 같이 하실수 있습니다. 
자주 가는 지역은 구로디지탈단지역2번출구 부근 콜라텍, 영등포부근 콜라텍, 현대콜라텍, 천호동부근 콜라텍, 안산부근 콜라텍, 수원부근 콜라텍, 분당 성남부근 콜라텍, 창동지역 콜라텍, 일산부근 콜라텍, 인천지역부근 콜라텍 기타등 지역입니다.
하루하루 가는지역은 모임없을시 오전중 올려 드립니다. 동참 원하시면 제가 있는곳으로 오시면 됩니다.
변경 가능 상호 다를수 있음 동참 연락시 010 3286 0597 
참석시 메세지문자로 남겨주세요. 밴드에도 날짜와 참석댓글도 달아주시면 감사하겠습니다.  문의 010 3286 0597 
""K국사스모임""
(K국제 사교댄스 스포츠댄스 모임 세계연맹 대학원)
[밴드 초대]
참석 날짜를 메세지 문자로 꼭 닉네임과 성별 같이 
문의 010 3286 0597 회장 심규일
사교댄스 스포츠댄스 회원 890분 계십니다.^^
https://band.us/n/a7a30awbC1beg

~ 💕 💜 💏 💙 💚 😍 💕",2025-02-19 03:10,K국사스모임회장
5832,,안녕하세요 강동구 길동에 사는 ㅡ일단은 닉네임으로 소개하겠습니다  길동에 비둘기라고 합니다ㆍ부동산 관련일을 하고 있습니다 ,2025-02-19 03:31,김포백구두
